0;3995;11;23.870661;22.837915
1;4051;496;23.870661;22.837915
10;4066;496;23.636377;22.867731
11;4064;502;23.607019;22.897486
12;4066;497;23.607019;22.867731
13;4066;502;23.607019;22.897486
14;4066;495;23.548243;22.867731
15;4066;496;23.577631;22.897486
16;4068;499;23.548243;22.897486
17;4068;500;23.548243;22.927240
18;4068;499;23.548243;22.867731
19;4071;501;23.489405;22.927240
20;4068;499;23.518824;22.927240
21;4068;494;23.518824;22.927240
22;4073;505;23.430536;22.927240
23;4073;505;23.459986;22.927240
24;4073;499;23.459986;22.927240
25;4073;505;23.430536;22.927240
26;4073;499;23.401056;22.956995
27;4073;503;23.430536;22.956995
28;4075;498;23.430536;22.956995
29;4073;503;23.430536;22.986719
30;4075;500;23.430536;22.986719
31;4075;500;23.430536;22.986719
32;4075;498;23.430536;22.986719
33;4075;503;23.459986;22.956995
34;4080;503;23.401056;22.986719
35;4080;498;23.430536;22.986719
36;4077;503;23.430536;23.016413
37;4077;498;23.459986;23.016413
38;4080;502;23.401056;23.016413
39;4077;499;23.430536;23.046106
40;4080;497;23.430536;23.046106
41;4082;502;23.459986;23.046106
42;4082;502;23.459986;23.075800
43;4082;503;23.459986;23.046106
44;4080;497;23.518824;23.075800
45;4080;497;23.489405;23.075800
46;4082;497;23.459986;23.046106
47;4082;497;23.518824;23.075800
48;4084;502;23.459986;23.075800
49;4082;502;23.489405;23.075800
50;4084;497;23.489405;23.075800
51;4084;498;23.489405;23.105433
52;4084;502;23.489405;23.105433
53;4084;496;23.695032;23.105433
54;4084;497;24.045679;23.105433
55;4084;502;24.103907;23.105433
56;4084;502;24.045679;23.135065
57;4086;500;24.016535;23.105433
58;4084;501;23.958246;23.105433
59;4086;502;23.929071;23.105433
60;4086;502;23.899866;23.164698
61;4089;500;23.870661;23.135065
62;4089;496;23.841394;23.135065
63;4084;502;23.782892;23.164698
64;4086;496;23.782892;23.105433
65;4086;501;23.753626;23.105433
66;4089;502;23.724360;23.164698
67;4089;501;23.665705;23.135065
68;4086;496;23.665705;23.105433
69;4089;501;23.636377;23.135065
70;4089;495;23.636377;23.164698
71;4089;505;23.636377;23.194300
